row,item,version,letter,sentence,sentence_spr,comp_q,comp_q_type,comp_q_answer,condition,list,life_status,life_mismatch,fact_mismatch,type,occupation,file_name,year_time,fact_time,year_fact,qm0,im_jahr,year,perfect,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,qm3,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp
711,17,30,post-task,post-task,post-task,skip,post-task,post-task,real,4,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task
712,17,33,post-task,post-task,post-task,skip,post-task,post-task,real,4,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task
713,17,15,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,5,dead,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Winston Churchill,post-task,post-task,life mismatch,post-task
714,17,30,post-task,post-task,post-task,skip,post-task,post-task,real,5,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task
715,17,33,post-task,post-task,post-task,skip,post-task,post-task,real,5,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task
716,17,15,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,6,dead,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Wladimir Putin,post-task,post-task,life mismatch,post-task
717,17,30,post-task,post-task,post-task,skip,post-task,post-task,real,6,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task
718,17,33,post-task,post-task,post-task,skip,post-task,post-task,real,6,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task
719,17,15,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,7,alive,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Mark Zuckerberg,post-task,post-task,life mismatch,post-task
720,17,30,post-task,post-task,post-task,skip,post-task,post-task,real,7,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task
721,17,33,post-task,post-task,post-task,skip,post-task,post-task,real,7,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task
722,17,15,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,8,alive,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Elon Musk,post-task,post-task,life mismatch,post-task
723,17,30,post-task,post-task,post-task,skip,post-task,post-task,real,8,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task
724,17,33,post-task,post-task,post-task,skip,post-task,post-task,real,8,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task
725,20,10,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,1,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Childish Gambino,post-task,post-task,fact mismatch,post-task
726,20,10,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,2,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Winston Churchill,post-task,post-task,fact mismatch,post-task
727,20,10,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,3,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Thomas Edison,post-task,post-task,fact mismatch,post-task
728,20,10,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,4,dead,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Mark Zuckerberg,post-task,post-task,fact mismatch,post-task
729,20,10,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,5,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Omar Sharif,post-task,post-task,fact mismatch,post-task
730,20,10,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,6,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Arnold Schwarzenegger,post-task,post-task,fact mismatch,post-task
731,20,10,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,7,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Bruno Mars,post-task,post-task,fact mismatch,post-task
732,20,10,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,8,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Adele,post-task,post-task,fact mismatch,post-task
733,25,41,post-task,post-task,post-task,skip,post-task,post-task,fake,1,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task
734,25,5,post-task,post-task,post-task,skip,post-task,post-task,full match,1,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Nelson Mandela,post-task,post-task,full match,post-task
735,25,20,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,1,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Thomas Edison,post-task,post-task,life-fact mismatch,post-task
736,25,35,post-task,post-task,post-task,skip,post-task,post-task,real,1,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task
737,25,41,post-task,post-task,post-task,skip,post-task,post-task,fake,2,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task
738,25,5,post-task,post-task,post-task,skip,post-task,post-task,full match,2,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Greta Thunberg,post-task,post-task,full match,post-task
739,25,20,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,2,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Serena Williams,post-task,post-task,life-fact mismatch,post-task
740,25,35,post-task,post-task,post-task,skip,post-task,post-task,real,2,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task
741,25,41,post-task,post-task,post-task,skip,post-task,post-task,fake,3,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task
742,25,5,post-task,post-task,post-task,skip,post-task,post-task,full match,3,dead,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Harry Styles,post-task,post-task,full match,post-task
743,25,20,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,3,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Jennifer Lawrence,post-task,post-task,life-fact mismatch,post-task
744,25,35,post-task,post-task,post-task,skip,post-task,post-task,real,3,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task
745,25,41,post-task,post-task,post-task,skip,post-task,post-task,fake,4,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task
746,25,5,post-task,post-task,post-task,skip,post-task,post-task,full match,4,dead,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Childish Gambino,post-task,post-task,full match,post-task
747,25,20,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,4,alive,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Charlie Chaplin,post-task,post-task,life-fact mismatch,post-task
748,25,35,post-task,post-task,post-task,skip,post-task,post-task,real,4,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task
749,25,41,post-task,post-task,post-task,skip,post-task,post-task,fake,5,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task
750,25,5,post-task,post-task,post-task,skip,post-task,post-task,full match,5,dead,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Psy,post-task,post-task,full match,post-task
751,25,20,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,5,alive,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Martin Luther King,post-task,post-task,life-fact mismatch,post-task
752,25,35,post-task,post-task,post-task,skip,post-task,post-task,real,5,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task
753,25,41,post-task,post-task,post-task,skip,post-task,post-task,fake,6,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task
754,25,5,post-task,post-task,post-task,skip,post-task,post-task,full match,6,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Elon Musk,post-task,post-task,full match,post-task
755,25,20,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,6,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Nina Simone,post-task,post-task,life-fact mismatch,post-task
756,25,35,post-task,post-task,post-task,skip,post-task,post-task,real,6,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task
757,25,41,post-task,post-task,post-task,skip,post-task,post-task,fake,7,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task
758,25,5,post-task,post-task,post-task,skip,post-task,post-task,full match,7,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Emma Stone,post-task,post-task,full match,post-task
759,25,20,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,7,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Wladimir Putin,post-task,post-task,life-fact mismatch,post-task
760,25,35,post-task,post-task,post-task,skip,post-task,post-task,real,7,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task
761,25,41,post-task,post-task,post-task,skip,post-task,post-task,fake,8,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task
762,25,5,post-task,post-task,post-task,skip,post-task,post-task,full match,8,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Joan Fontaine,post-task,post-task,full match,post-task
763,25,20,post-task,post-task,post-task,skip,post-task,post-task,life-fact mismatch,8,dead,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Michael Jackson,post-task,post-task,life-fact mismatch,post-task
764,25,35,post-task,post-task,post-task,skip,post-task,post-task,real,8,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task
765,28,12,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,1,dead,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Elvis Presley,post-task,post-task,life mismatch,post-task
766,28,21,post-task,post-task,post-task,skip,post-task,post-task,real,1,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Scarlett Johansson,post-task,post-task,real,post-task
767,28,29,post-task,post-task,post-task,skip,post-task,post-task,real,1,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Steven Spielberg,post-task,post-task,real,post-task
768,28,12,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,2,alive,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Joan Fontaine,post-task,post-task,life mismatch,post-task
769,28,21,post-task,post-task,post-task,skip,post-task,post-task,real,2,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Scarlett Johansson,post-task,post-task,real,post-task
770,28,29,post-task,post-task,post-task,skip,post-task,post-task,real,2,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Steven Spielberg,post-task,post-task,real,post-task
771,28,12,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,3,dead,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Bruno Mars,post-task,post-task,life mismatch,post-task
772,28,21,post-task,post-task,post-task,skip,post-task,post-task,real,3,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Scarlett Johansson,post-task,post-task,real,post-task
773,28,29,post-task,post-task,post-task,skip,post-task,post-task,real,3,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Steven Spielberg,post-task,post-task,real,post-task
774,28,12,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,4,alive,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Bob Dylan,post-task,post-task,life mismatch,post-task
775,28,21,post-task,post-task,post-task,skip,post-task,post-task,real,4,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Scarlett Johansson,post-task,post-task,real,post-task
776,28,29,post-task,post-task,post-task,skip,post-task,post-task,real,4,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Steven Spielberg,post-task,post-task,real,post-task
777,28,12,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,5,dead,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Emmanuel Macron,post-task,post-task,life mismatch,post-task
778,28,21,post-task,post-task,post-task,skip,post-task,post-task,real,5,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Scarlett Johansson,post-task,post-task,real,post-task
779,28,29,post-task,post-task,post-task,skip,post-task,post-task,real,5,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Steven Spielberg,post-task,post-task,real,post-task
780,28,12,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,6,alive,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Franklin D. Roosevelt,post-task,post-task,life mismatch,post-task
781,28,21,post-task,post-task,post-task,skip,post-task,post-task,real,6,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Scarlett Johansson,post-task,post-task,real,post-task
782,28,29,post-task,post-task,post-task,skip,post-task,post-task,real,6,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Steven Spielberg,post-task,post-task,real,post-task
783,28,12,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,7,dead,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Lionel Messi,post-task,post-task,life mismatch,post-task
784,28,21,post-task,post-task,post-task,skip,post-task,post-task,real,7,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Scarlett Johansson,post-task,post-task,real,post-task
785,28,29,post-task,post-task,post-task,skip,post-task,post-task,real,7,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Steven Spielberg,post-task,post-task,real,post-task
786,28,12,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,8,alive,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Serena Williams,post-task,post-task,life mismatch,post-task
787,28,21,post-task,post-task,post-task,skip,post-task,post-task,real,8,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Scarlett Johansson,post-task,post-task,real,post-task
788,28,29,post-task,post-task,post-task,skip,post-task,post-task,real,8,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Steven Spielberg,post-task,post-task,real,post-task
789,30,8,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,1,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Michael Jackson,post-task,post-task,fact mismatch,post-task
790,30,8,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,2,dead,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Namika,post-task,post-task,fact mismatch,post-task
791,30,8,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,3,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Elon Musk,post-task,post-task,fact mismatch,post-task
792,30,8,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,4,dead,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Niki Lauda,post-task,post-task,fact mismatch,post-task
793,30,8,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,5,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Carly Rae Jepsen,post-task,post-task,fact mismatch,post-task
794,30,8,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,6,dead,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,John Wayne,post-task,post-task,fact mismatch,post-task
795,30,8,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,7,dead,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Martin Luther King,post-task,post-task,fact mismatch,post-task
796,30,8,post-task,post-task,post-task,skip,post-task,post-task,fact mismatch,8,alive,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malala Yousafzai,post-task,post-task,fact mismatch,post-task
797,34,45,post-task,post-task,post-task,skip,post-task,post-task,fake,1,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Stefan Beck,post-task,post-task,fake,post-task
798,34,45,post-task,post-task,post-task,skip,post-task,post-task,fake,2,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Stefan Beck,post-task,post-task,fake,post-task
799,34,45,post-task,post-task,post-task,skip,post-task,post-task,fake,3,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Stefan Beck,post-task,post-task,fake,post-task
800,34,45,post-task,post-task,post-task,skip,post-task,post-task,fake,4,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Stefan Beck,post-task,post-task,fake,post-task
801,34,45,post-task,post-task,post-task,skip,post-task,post-task,fake,5,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Stefan Beck,post-task,post-task,fake,post-task
802,34,45,post-task,post-task,post-task,skip,post-task,post-task,fake,6,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Stefan Beck,post-task,post-task,fake,post-task
803,34,45,post-task,post-task,post-task,skip,post-task,post-task,fake,7,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Stefan Beck,post-task,post-task,fake,post-task
